time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-08-11T20:47:20.270Z,33.3731667,-116.4128333,8.446,3.38,ml,76,18,0.1047,0.24,ci,ci10775845,2022-08-06T04:17:25.835Z,"14km NNW of Borrego Springs, CA",earthquake,0.22,1.09,0.158,331,reviewed,ci,ci
2010-07-18T21:05:49.890Z,33.5041667,-116.4608333,2.032,2.79,ml,49,28,0.07915,0.24,ci,ci10755973,2022-07-22T08:29:08.802Z,"20km ESE of Anza, CA",earthquake,0.31,0.69,0.166,249,reviewed,ci,ci
2010-07-16T21:25:52.360Z,33.2418333,-116.782,9.608,2.54,ml,65,39,0.0558,0.25,ci,ci10754213,2016-03-10T17:03:13.187Z,"2km W of Lake Henshaw, CA",earthquake,0.31,0.97,0.161,190,reviewed,ci,ci
2010-07-14T20:14:54.700Z,33.6471667,-116.767,11.888,2.61,ml,75,22,0.05339,0.24,ci,ci10751997,2016-03-10T17:02:55.219Z,"11km SSW of Idyllwild, CA",earthquake,0.2,0.38,0.191,241,reviewed,ci,ci
2010-07-12T05:50:29.240Z,33.4778333,-116.442,7.597,3.3,ml,88,25,0.04744,0.22,ci,ci10748837,2022-08-06T03:48:46.165Z,"23km ESE of Anza, CA",earthquake,0.21,0.76,0.18,389,reviewed,ci,ci
2010-07-10T14:37:27.540Z,33.472,-116.522,11.724,2.81,ml,77,21,0.07075,0.24,ci,ci10746293,2016-03-10T10:59:10.420Z,"17km ESE of Anza, CA",earthquake,0.25,0.4,0.176,288,reviewed,ci,ci
2010-07-08T16:22:50.960Z,33.3781667,-116.4041667,8.146,2.66,ml,28,81,0.1102,0.16,ci,ci10741949,2022-07-22T07:43:13.088Z,"14km NNW of Borrego Springs, CA",earthquake,0.35,1.37,0.158,67,reviewed,ci,ci
2010-07-08T12:32:53.030Z,33.4533333,-116.3988333,10.883,2.64,ml,37,73,0.0734,0.16,ci,ci10741029,2016-03-10T17:00:55.380Z,"22km N of Borrego Springs, CA",earthquake,0.28,0.75,0.167,96,reviewed,ci,ci
2010-07-08T02:34:35.980Z,33.4578333,-116.4761667,11.368,3.4,ml,80,23,0.07781,0.23,ci,ci10738357,2016-03-10T03:30:13.441Z,"21km ESE of Anza, CA",earthquake,0.23,0.49,0.172,383,reviewed,ci,ci
2010-07-08T01:12:56.340Z,33.3866667,-116.4443333,12.736,2.71,ml,48,28,0.1041,0.22,ci,ci10737413,2016-03-14T19:42:31.023Z,"16km NNW of Borrego Springs, CA",earthquake,0.31,0.53,0.143,84,reviewed,ci,ci
2010-07-08T01:07:10.880Z,33.4451667,-116.4061667,10.868,3.01,ml,72,20,0.07972,0.23,ci,ci10737309,2016-03-10T17:00:05.283Z,"21km N of Borrego Springs, CA",earthquake,0.24,0.65,0.162,311,reviewed,ci,ci
2010-07-07T23:59:29.620Z,33.4123333,-116.4636667,10.966,2.87,ml,44,56,0.1018,0.21,ci,ci10736133,2016-03-10T00:30:27.429Z,"19km NNW of Borrego Springs, CA",earthquake,0.32,0.79,0.154,46,reviewed,ci,ci
2010-07-07T23:57:23.040Z,33.391,-116.4508333,12.476,3,ml,54,31,0.1006,0.28,ci,ci10736101,2016-03-10T22:09:38.879Z,"17km NNW of Borrego Springs, CA",earthquake,0.31,0.55,0.104,59,reviewed,ci,ci
2010-07-07T23:56:58.090Z,33.4031667,-116.4595,12.246,2.86,ml,56,29,0.09965,0.27,ci,ci10736093,2016-03-10T20:23:59.578Z,"18km NNW of Borrego Springs, CA",earthquake,0.31,0.61,0.199,42,reviewed,ci,ci
2010-07-07T23:56:30.930Z,33.4958333,-116.4798333,13.324,2.73,ml,23,211,0.05293,0.17,ci,ci10736085,2016-03-10T13:52:04.554Z,"19km ESE of Anza, CA",earthquake,0.6,0.51,0.083,18,reviewed,ci,ci
2010-07-07T23:56:17.320Z,33.4205,-116.446,14.306,2.83,ml,11,156,0.104,0.18,ci,ci10171082,2016-03-14T19:42:12.898Z,"20km NNW of Borrego Springs, CA",earthquake,0.82,1.57,0.068,6,reviewed,ci,ci
2010-07-07T23:56:01.580Z,33.4528333,-116.444,10.748,2.83,ml,18,144,0.07202,0.15,ci,ci10736077,2016-03-10T04:57:43.957Z,"23km NNW of Borrego Springs, CA",earthquake,0.55,1.09,0.037,7,reviewed,ci,ci
2010-07-07T23:53:33.480Z,33.4173333,-116.4746667,12.318,5.42,mw,112,19,0.09786,0.23,ci,ci10736069,2022-08-06T03:46:43.497Z,"20km NNW of Borrego Springs, CA",earthquake,0.16,0.35,,7,reviewed,ci,ci
2010-06-18T15:14:39.980Z,33.3905,-116.4166667,8.706,3.41,ml,76,20,0.122,0.24,ci,ci10715365,2022-08-06T03:31:01.246Z,"16km NNW of Borrego Springs, CA",earthquake,0.28,1.15,0.137,310,reviewed,ci,ci
2010-06-16T13:46:30.040Z,33.3901667,-116.4108333,7.956,2.98,ml,57,24,0.1218,0.2,ci,ci14752556,2016-03-10T03:25:13.104Z,"15km NNW of Borrego Springs, CA",earthquake,0.3,1.8,0.162,112,reviewed,ci,ci
2010-06-15T16:23:44.430Z,33.395,-116.4223333,10.106,3.04,ml,67,51,0.1242,0.21,ci,ci14749724,2016-03-10T01:53:19.077Z,"16km NNW of Borrego Springs, CA",earthquake,0.28,0.93,0.171,120,reviewed,ci,ci
2010-06-13T03:10:21.110Z,33.3803333,-116.3911667,4.776,2.65,ml,13,157,0.1139,0.15,ci,ci37004439,2016-03-10T16:53:30.379Z,"14km N of Borrego Springs, CA",earthquake,0.66,31.61,0.1,4,reviewed,ci,ci
2010-06-13T03:09:20.360Z,33.392,-116.3946667,4.196,4.23,ml,27,82,0.1249,0.32,ci,ci10701413,2016-03-10T12:17:53.816Z,"15km N of Borrego Springs, CA",earthquake,0.5,27.33,0.12,57,reviewed,ci,ci
2010-06-13T03:08:57.090Z,33.3833333,-116.4158333,11.156,4.45,mw,85,19,0.1148,0.26,ci,ci10701405,2022-08-06T03:11:56.193Z,"15km NNW of Borrego Springs, CA",earthquake,0.22,0.6,,5,reviewed,ci,ci
2010-06-08T08:58:20.470Z,33.3331667,-116.3961667,6.266,2.8,ml,62,36,0.06714,0.23,ci,ci14738932,2016-03-14T19:33:05.517Z,"9km NNW of Borrego Springs, CA",earthquake,0.28,2.02,0.133,253,reviewed,ci,ci
2010-06-03T08:44:13.790Z,33.5048333,-116.4626667,5.427,3.18,ml,62,24,0.03601,0.2,ci,ci14733020,2022-08-06T03:03:45.719Z,"20km ESE of Anza, CA",earthquake,0.21,0.77,0.149,365,reviewed,ci,ci
2010-05-27T03:02:27.490Z,33.2568333,-116.368,2.773,2.73,ml,67,38,0.04272,0.17,ci,ci14724892,2022-07-22T04:34:58.564Z,"1km E of Borrego Springs, CA",earthquake,0.22,0.49,0.167,100,reviewed,ci,ci
2010-05-20T13:14:14.210Z,33.5095,-116.4616667,5.047,2.65,ml,64,25,0.03309,0.25,ci,ci14715900,2016-03-10T06:23:02.897Z,"20km ESE of Anza, CA",earthquake,0.32,0.95,0.165,230,reviewed,ci,ci
2010-05-07T09:34:41.200Z,33.4263333,-116.5945,8.691,2.55,ml,80,29,0.06849,0.29,ci,ci14697636,2016-03-10T04:43:09.567Z,"16km SSE of Anza, CA",earthquake,0.24,0.65,0.161,235,reviewed,ci,ci
2010-04-05T10:46:42.930Z,33.4558333,-116.473,10.938,2.56,ml,68,47,0.07813,0.22,ci,ci14612380,2016-03-10T10:20:31.677Z,"22km ESE of Anza, CA",earthquake,0.24,0.46,0.162,119,reviewed,ci,ci
2010-04-05T10:29:52.380Z,33.3771667,-116.3081667,7.328,2.56,ml,48,85,0.1419,0.21,ci,ci14612300,2016-03-10T16:23:32.077Z,"15km NNE of Borrego Springs, CA",earthquake,0.35,2.13,0.177,104,reviewed,ci,ci
2010-04-05T05:42:18.830Z,33.463,-116.4545,10.218,2.81,ml,38,56,0.06487,0.19,ci,ci14610756,2016-03-10T10:20:08.913Z,"23km ESE of Anza, CA",earthquake,0.28,0.77,0.137,21,reviewed,ci,ci
2010-04-05T02:24:57.640Z,33.4801667,-116.4545,13.341,2.75,ml,67,26,0.04938,0.2,ci,ci14609236,2016-03-10T16:22:46.729Z,"22km ESE of Anza, CA",earthquake,0.23,0.31,0.151,141,reviewed,ci,ci
2010-04-05T00:54:32.810Z,33.6306667,-116.7316667,14.503,2.77,ml,10,153,0.04575,0.06,ci,ci14608620,2016-03-10T11:47:13.864Z,"10km NNW of Anza, CA",earthquake,0.56,0.88,0.16,15,reviewed,ci,ci
2010-04-04T22:58:00.010Z,33.2288333,-116.3426667,11.445,2.65,ml,12,156,0.07374,0.41,ci,ci30269759,2016-03-10T07:22:35.655Z,"4km SE of Borrego Springs, CA",earthquake,1.48,2.31,0.34,4,reviewed,ci,ci
2010-03-11T01:39:38.810Z,33.2501667,-116.6886667,3.803,3.52,ml,86,60,0.1469,0.3,ci,ci14598996,2022-08-06T00:19:26.780Z,"6km SW of Warner Springs, CA",earthquake,0.25,31.61,0.137,346,reviewed,ci,ci
2010-03-10T10:05:09.480Z,33.2496667,-116.6851667,3.803,3.01,ml,72,65,0.1451,0.29,ci,ci14598756,2022-06-17T12:01:29.599Z,"6km SW of Warner Springs, CA",earthquake,0.29,31.61,0.149,292,reviewed,ci,ci
2010-03-10T06:14:40.210Z,33.2503333,-116.6813333,3.803,2.53,ml,65,68,0.1424,0.27,ci,ci14598684,2016-03-10T13:15:34.395Z,"6km SW of Warner Springs, CA",earthquake,0.29,31.61,0.158,193,reviewed,ci,ci
2010-02-23T13:46:38.230Z,33.3816667,-116.3161667,11.488,2.73,ml,74,25,0.1413,0.24,ci,ci10546413,2016-03-10T04:18:43.711Z,"15km NNE of Borrego Springs, CA",earthquake,0.21,0.69,0.148,234,reviewed,ci,ci
2010-02-16T14:49:13.150Z,33.5198333,-116.4986667,4.824,2.69,ml,58,38,0.04627,0.25,ci,ci10543077,2022-07-21T20:19:12.145Z,"17km ESE of Anza, CA",earthquake,0.26,0.91,0.166,167,reviewed,ci,ci
2010-02-10T11:27:44.550Z,33.6913333,-116.8191667,15.241,2.84,ml,75,28,0.06567,0.22,ci,ci14587508,2022-07-21T19:55:55.091Z,"9km SE of Valle Vista, CA",earthquake,0.26,0.54,0.134,285,reviewed,ci,ci
2010-02-10T03:48:23.700Z,33.4793333,-116.5336667,11.414,2.55,ml,71,26,0.05929,0.27,ci,ci14587428,2016-03-10T11:43:23.407Z,"16km ESE of Anza, CA",earthquake,0.25,0.45,0.172,194,reviewed,ci,ci
2010-02-06T22:52:57.510Z,33.4123333,-116.6281667,6.541,2.9,ml,65,36,0.08234,0.26,ci,ci14586244,2016-03-10T01:17:59.017Z,"14km N of Warner Springs, CA",earthquake,0.26,1.03,0.163,235,reviewed,ci,ci
2010-01-27T04:55:12.530Z,33.2998333,-116.313,11.473,2.57,ml,65,40,0.09278,0.26,ci,ci14581700,2016-03-10T01:17:10.265Z,"8km NE of Borrego Springs, CA",earthquake,0.27,0.84,0.198,209,reviewed,ci,ci
2010-01-22T07:24:56.290Z,33.4718333,-116.4706667,9.314,2.63,ml,77,28,0.06369,0.25,ci,ci10533005,2022-07-21T18:58:28.783Z,"21km ESE of Anza, CA",earthquake,0.22,0.74,0.149,181,reviewed,ci,ci
2010-01-09T00:07:24.150Z,33.4623333,-116.443,1.558,2.6,ml,63,24,0.0626,0.23,ci,ci14570236,2016-03-10T04:15:22.816Z,"24km ESE of Anza, CA",earthquake,0.24,0.44,0.161,152,reviewed,ci,ci
2009-12-19T09:59:12.690Z,33.6656667,-116.755,13.618,2.53,ml,86,23,0.05673,0.24,ci,ci14561316,2022-07-21T16:46:03.061Z,"9km SSW of Idyllwild, CA",earthquake,0.17,0.23,0.142,236,reviewed,ci,ci
2009-12-13T23:45:42.570Z,33.3511667,-116.2831667,12.383,2.6,ml,57,22,0.1394,0.25,ci,ci14558500,2022-07-21T16:38:44.440Z,"14km NE of Borrego Springs, CA",earthquake,0.33,0.89,0.17,185,reviewed,ci,ci
2009-12-03T17:44:37.280Z,33.2561667,-116.4348333,3.443,2.87,ml,71,24,0.01906,0.21,ci,ci10507269,2022-07-21T16:28:13.777Z,"6km W of Borrego Springs, CA",earthquake,0.19,0.36,0.18,253,reviewed,ci,ci
2009-11-26T22:05:42.460Z,33.2568333,-116.4316667,3.673,2.61,ml,71,24,0.01662,0.22,ci,ci14550892,2016-03-09T02:04:22.347Z,"5km W of Borrego Springs, CA",earthquake,0.21,0.36,0.173,218,reviewed,ci,ci
2009-11-16T13:54:34.120Z,33.4146667,-116.6345,6.671,3.61,ml,98,23,0.0813,0.27,ci,ci10497645,2022-08-05T22:58:19.813Z,"15km N of Warner Springs, CA",earthquake,0.2,0.79,0.138,370,reviewed,ci,ci
2009-10-24T00:01:28.790Z,33.3543333,-116.3661667,11.136,2.57,ml,64,33,0.09593,0.25,ci,ci10484845,2016-03-08T21:43:55.376Z,"11km N of Borrego Springs, CA",earthquake,0.29,0.83,0.192,195,reviewed,ci,ci
2009-09-27T03:41:40.730Z,33.2869987,-116.7431641,8.194,2.54,ml,65,37,,0.33,ci,ci14515908,2022-07-21T14:18:05.736Z,"5km NNE of Lake Henshaw, CA",earthquake,0.34,1.52,0.256,64,automatic,ci,ci
2009-08-29T08:22:57.220Z,33.4693333,-116.462,6.451,2.93,ml,90,25,0.06187,0.27,ci,ci10456101,2022-07-21T13:29:10.379Z,"22km ESE of Anza, CA",earthquake,0.21,0.89,0.153,294,reviewed,ci,ci
2009-08-18T01:49:49.280Z,33.3395,-116.2281667,11.463,2.81,ml,75,22,0.1735,0.23,ci,ci14501440,2016-03-08T21:38:05.348Z,"16km NE of Borrego Springs, CA",earthquake,0.21,0.73,0.173,192,reviewed,ci,ci
2009-08-18T01:48:27.000Z,33.3551667,-116.433,10.286,2.64,ml,61,31,0.08774,0.29,ci,ci14501416,2016-03-09T00:30:46.645Z,"12km NNW of Borrego Springs, CA",earthquake,0.25,0.9,0.131,113,reviewed,ci,ci
2009-08-03T10:42:50.080Z,33.5255,-116.7905,14.171,2.84,ml,81,34,0.05965,0.23,ci,ci14495088,2022-06-16T22:06:40.476Z,"11km WSW of Anza, CA",earthquake,0.2,0.29,0.153,276,reviewed,ci,ci
2009-07-26T04:54:03.590Z,33.633,-116.719,12.745,3.53,ml,103,26,0.052,0.25,ci,ci14491232,2022-08-05T21:23:16.854Z,"10km NNW of Anza, CA",earthquake,0.18,0.25,0.123,373,reviewed,ci,ci
2009-06-19T15:30:37.010Z,33.3768333,-116.403,12.116,3.2,ml,81,19,0.109,0.25,ci,ci14476736,2022-08-05T20:51:40.603Z,"14km N of Borrego Springs, CA",earthquake,0.21,0.42,0.17,261,reviewed,ci,ci
2009-06-05T07:37:12.310Z,33.4566667,-116.5973333,7.901,2.63,ml,78,25,0.03815,0.26,ci,ci14468824,2016-03-09T10:22:38.149Z,"13km SSE of Anza, CA",earthquake,0.23,0.66,0.155,174,reviewed,ci,ci
2009-05-16T12:12:16.340Z,33.3041667,-116.2945,12.693,2.71,ml,73,21,0.1088,0.25,ci,ci10409777,2016-03-08T19:52:38.992Z,"9km NE of Borrego Springs, CA",earthquake,0.23,0.5,0.146,159,reviewed,ci,ci
2009-05-08T05:17:44.160Z,33.3691667,-116.4133333,12.976,2.6,ml,75,19,0.1007,0.27,ci,ci10406281,2016-03-08T21:31:18.945Z,"13km NNW of Borrego Springs, CA",earthquake,0.23,0.47,0.167,192,reviewed,ci,ci
2009-04-16T18:16:12.050Z,33.2523333,-116.449,1.523,2.84,ml,72,25,0.03102,0.26,ci,ci14444856,2022-08-05T20:01:33.405Z,"7km W of Borrego Springs, CA",earthquake,0.22,0.5,0.175,194,reviewed,ci,ci
2009-04-16T17:55:31.130Z,33.25,-116.4398333,2.303,3.86,ml,91,25,0.02627,0.24,ci,ci14444832,2022-08-05T20:00:34.449Z,"6km W of Borrego Springs, CA",earthquake,0.17,0.41,0.133,380,reviewed,ci,ci
2009-04-09T20:23:07.890Z,33.2503333,-116.4341667,2.423,2.96,ml,66,27,0.02282,0.33,ci,ci14442760,2022-07-21T08:10:32.466Z,"6km W of Borrego Springs, CA",earthquake,0.26,0.45,0.165,210,reviewed,ci,ci
2009-03-30T21:28:04.230Z,33.2268333,-116.764,4.505,2.86,ml,71,39,0.151,0.26,ci,ci14439000,2022-07-21T07:35:15.307Z,"2km S of Lake Henshaw, CA",earthquake,0.26,25.08,0.12,201,reviewed,ci,ci
2009-03-21T11:24:46.040Z,33.2521667,-116.4385,2.403,3.3,ml,72,25,0.02399,0.3,ci,ci14432280,2022-06-17T10:14:57.255Z,"6km W of Borrego Springs, CA",earthquake,0.26,0.49,0.147,292,reviewed,ci,ci
2008-11-17T17:41:37.110Z,33.4961667,-116.8636667,10.407,3.79,ml,50,56,0.1261,0.2,ci,ci14403792,2022-06-17T09:51:30.952Z,"6km N of Aguanga, CA",earthquake,0.22,0.66,0.162,324,reviewed,ci,ci
2008-11-17T12:35:42.260Z,33.4996667,-116.8613333,10.839,4.11,ml,97,53,0.1226,0.26,ci,ci14403732,2022-08-05T18:38:14.976Z,"6km N of Aguanga, CA",earthquake,0.18,0.53,0.141,328,reviewed,ci,ci
2008-11-08T11:31:54.040Z,33.4976667,-116.5135,11.954,2.96,ml,92,27,0.06144,0.28,ci,ci10358289,2022-06-16T20:42:02.150Z,"16km ESE of Anza, CA",earthquake,0.18,0.27,0.179,199,reviewed,ci,ci
2008-10-30T17:09:39.530Z,33.5391667,-116.5776667,11.735,3.16,ml,65,34,0.03205,0.23,ci,ci10357093,2022-06-17T09:38:31.190Z,"9km E of Anza, CA",earthquake,0.23,0.35,0.153,220,reviewed,ci,ci
2008-10-12T12:12:38.530Z,33.283,-116.2411667,4.693,2.82,ml,60,38,0.1482,0.32,ci,ci10353597,2016-03-08T19:35:40.887Z,"13km ENE of Borrego Springs, CA",earthquake,0.3,29.46,0.187,164,reviewed,ci,ci
2008-10-11T19:33:59.330Z,33.6713333,-116.7136667,15.127,3,ml,75,29,0.03334,0.24,ci,ci10353485,2022-06-17T09:31:50.566Z,"8km S of Idyllwild, CA",earthquake,0.24,0.39,0.131,192,reviewed,ci,ci
2008-10-11T19:21:50.040Z,33.6736667,-116.711,15.214,2.59,ml,61,29,0.03138,0.23,ci,ci10353481,2016-03-09T05:50:09.332Z,"7km S of Idyllwild, CA",earthquake,0.28,0.44,0.14,156,reviewed,ci,ci
2008-09-28T12:12:13.810Z,33.7716667,-116.9075,12.302,2.77,ml,70,27,0.062,0.25,ci,ci14395420,2022-07-21T02:25:25.664Z,"3km NNW of Valle Vista, CA",earthquake,0.27,0.5,0.176,204,reviewed,ci,ci
2008-09-24T02:37:47.450Z,33.369,-116.3876667,5.656,2.93,ml,63,24,0.1035,0.25,ci,ci14394576,2016-03-09T11:28:46.116Z,"13km N of Borrego Springs, CA",earthquake,0.23,1.8,0.178,57,reviewed,ci,ci
2008-09-10T12:46:53.240Z,33.682,-116.7933333,17.488,2.56,ml,42,45,0.06895,0.25,ci,ci10348033,2016-03-08T19:33:21.554Z,"9km SW of Idyllwild, CA",earthquake,0.34,0.7,0.205,36,reviewed,ci,ci
2008-09-10T12:46:30.520Z,33.6806667,-116.7951667,17.447,2.97,ml,87,31,0.06694,0.27,ci,ci10348029,2016-03-09T13:07:36.734Z,"10km SW of Idyllwild, CA",earthquake,0.25,0.45,0.152,225,reviewed,ci,ci
2008-08-27T21:30:52.900Z,33.6856667,-116.8051667,13.399,2.87,ml,86,37,0.06593,0.24,ci,ci10345985,2016-03-09T16:49:18.214Z,"10km SW of Idyllwild, CA",earthquake,0.21,0.29,0.129,188,reviewed,ci,ci
2008-08-19T01:55:28.360Z,33.6895,-116.8016667,13.973,2.71,ml,32,36,0.07073,0.19,ci,ci12341151,2016-03-08T19:31:58.747Z,"10km SW of Idyllwild, CA",earthquake,0.33,0.43,0.191,48,reviewed,ci,ci
2008-08-19T01:55:13.610Z,33.6811667,-116.8075,13.762,3.16,ml,80,37,0.06111,0.3,ci,ci14388184,2016-03-09T14:55:40.406Z,"10km SW of Idyllwild, CA",earthquake,0.26,0.32,0.145,236,reviewed,ci,ci
2008-06-24T15:06:10.590Z,33.4983333,-116.5193333,11.554,2.96,ml,80,30,0.05981,0.28,ci,ci14376816,2016-03-09T04:19:20.672Z,"16km ESE of Anza, CA",earthquake,0.22,0.35,0.173,190,reviewed,ci,ci
2008-06-03T23:06:33.180Z,33.6671667,-116.732,14.902,3.04,ml,47,30,0.04634,0.2,ci,ci14372916,2016-03-09T16:42:50.205Z,"8km S of Idyllwild, CA",earthquake,0.29,0.45,0.141,246,reviewed,ci,ci
2008-05-09T22:38:08.350Z,33.4458333,-116.4555,9.268,4.06,ml,88,29,0.08127,0.26,ci,ci14367532,2020-06-27T07:15:28.791Z,"22km NNW of Borrego Springs, CA",earthquake,0.22,0.61,0.129,318,reviewed,ci,ci
2008-05-04T18:16:30.280Z,33.214,-116.725,8.196,3.64,ml,77,39,0.1808,0.27,ci,ci14366244,2022-06-21T18:20:32.171Z,"5km SE of Lake Henshaw, CA",earthquake,0.26,1.93,0.122,329,reviewed,ci,ci
2008-05-01T03:55:35.970Z,33.443,-116.454,9.248,4.19,ml,100,25,0.0836,0.26,ci,ci10321561,2020-05-02T01:54:11.237Z,"22km NNW of Borrego Springs, CA",earthquake,0.19,0.54,0.138,341,reviewed,ci,ci
2008-03-04T16:44:25.400Z,33.4578333,-116.596,9.691,2.72,ml,74,40,0.03713,0.25,ci,ci14354228,2016-03-09T12:51:52.101Z,"13km SSE of Anza, CA",earthquake,0.22,0.44,0.191,161,reviewed,ci,ci
2008-02-25T22:59:01.670Z,33.3406667,-116.3995,11.996,3.02,ml,83,29,0.07377,0.29,ci,ci14352680,2016-03-09T04:11:55.657Z,"10km NNW of Borrego Springs, CA",earthquake,0.25,0.53,0.145,178,reviewed,ci,ci
2008-01-29T16:38:37.080Z,33.4601667,-116.8903333,9.989,2.85,ml,71,74,0.1088,0.3,ci,ci14345272,2016-03-09T04:09:10.422Z,"3km NW of Aguanga, CA",earthquake,0.25,0.9,0.166,180,reviewed,ci,ci
2007-11-17T21:15:39.820Z,33.512,-116.4681667,3.534,3.29,ml,70,37,0.03725,0.32,ci,ci14333648,2016-03-08T20:56:50.752Z,"20km ESE of Anza, CA",earthquake,0.31,0.45,0.17,287,reviewed,ci,ci
2007-11-17T13:59:50.850Z,33.3458333,-116.3021667,12.523,2.94,ml,80,42,0.1236,0.34,ci,ci14333584,2016-03-09T09:48:03.343Z,"12km NE of Borrego Springs, CA",earthquake,0.33,0.66,0.154,205,reviewed,ci,ci
2007-11-02T15:29:18.790Z,33.361,-116.4436667,11.266,2.74,ml,80,32,,0.34,ci,ci10288193,2016-03-09T09:47:22.323Z,"13km NNW of Borrego Springs, CA",earthquake,0.21,0.51,0.151,180,reviewed,ci,ci
2007-10-15T21:34:08.090Z,33.7103333,-116.839,15.784,3.12,ml,84,23,0.07461,0.26,ci,ci10285401,2016-03-09T06:57:02.742Z,"6km SE of Valle Vista, CA",earthquake,0.21,0.44,0.126,310,reviewed,ci,ci
2007-10-15T21:30:02.220Z,33.7096667,-116.8343333,15.744,2.79,ml,85,17,,0.27,ci,ci10285397,2016-03-09T05:29:09.679Z,"7km SE of Valle Vista, CA",earthquake,0.23,0.45,0.166,255,reviewed,ci,ci
2007-09-06T22:15:24.840Z,33.3976667,-116.3628333,1.488,2.54,ml,36,36,0.136,0.25,ci,ci10277157,2016-03-09T08:21:33.465Z,"16km N of Borrego Springs, CA",earthquake,0.33,0.68,0.143,150,reviewed,ci,ci
2007-08-21T21:55:40.330Z,33.2973333,-116.7733333,12.874,2.63,ml,25,94,0.0935,0.15,ci,ci10271625,2016-03-09T12:37:02.872Z,"6km N of Lake Henshaw, CA",earthquake,0.37,1.07,0.164,169,reviewed,ci,ci
2007-07-28T15:45:14.090Z,33.2991667,-116.2441667,12.613,2.54,ml,58,23,0.1482,0.27,ci,ci10266797,2016-03-09T12:35:32.518Z,"13km ENE of Borrego Springs, CA",earthquake,0.24,0.52,0.155,172,reviewed,ci,ci
2007-06-28T06:35:52.360Z,33.6933333,-116.7351667,17.292,2.8,ml,86,21,0.02496,0.25,ci,ci10258309,2016-03-09T09:40:20.715Z,"5km SSW of Idyllwild, CA",earthquake,0.21,0.41,0.164,240,reviewed,ci,ci
2007-06-25T07:15:47.000Z,33.473,-116.5128333,11.824,2.5,ml,60,32,0.07776,0.28,ci,ci10257565,2016-03-08T19:00:38.585Z,"18km ESE of Anza, CA",earthquake,0.26,0.5,0.166,174,reviewed,ci,ci
2007-05-22T18:13:30.820Z,33.5038333,-116.473,10.064,2.73,ml,73,23,0.04407,0.25,ci,ci10248973,2016-03-08T17:16:52.438Z,"19km ESE of Anza, CA",earthquake,0.22,0.47,0.201,197,reviewed,ci,ci
2007-04-30T15:06:37.490Z,33.3683333,-116.3868333,7.896,2.87,ml,64,19,0.103,0.26,ci,ci14288256,2016-03-09T01:06:03.293Z,"13km N of Borrego Springs, CA",earthquake,0.22,1.22,0.169,184,reviewed,ci,ci
2007-04-30T05:25:37.950Z,33.3676667,-116.3855,7.146,2.72,ml,47,28,0.1027,0.25,ci,ci14288184,2016-03-09T02:30:54.499Z,"12km N of Borrego Springs, CA",earthquake,0.3,1.52,0.16,11,reviewed,ci,ci
2007-04-30T05:23:52.580Z,33.365,-116.3861667,8.106,3.15,ml,71,19,0.09997,0.28,ci,ci14288180,2016-03-08T17:15:23.078Z,"12km N of Borrego Springs, CA",earthquake,0.22,1,0.152,218,reviewed,ci,ci
2007-04-18T22:23:12.000Z,33.448,-116.5941667,10.01,3.56,ml,89,19,0.04706,0.27,ci,ci14285852,2016-03-08T18:56:14.419Z,"14km SSE of Anza, CA",earthquake,0.21,0.48,0.148,358,reviewed,ci,ci
2007-04-14T12:46:10.000Z,33.694,-116.7483333,16.462,2.56,ml,82,20,0.03323,0.23,ci,ci14285004,2016-03-09T09:36:19.973Z,"6km SSW of Idyllwild, CA",earthquake,0.18,0.36,0.193,177,reviewed,ci,ci
2007-03-02T04:27:06.880Z,33.4883333,-116.4465,4.457,2.8,ml,55,25,0.03905,0.33,ci,ci14277496,2016-03-09T05:17:16.905Z,"22km ESE of Anza, CA",earthquake,0.31,31.61,0.159,189,reviewed,ci,ci
2007-02-25T01:13:37.380Z,33.4753333,-116.4716667,12.291,2.56,ml,55,26,0.06143,0.29,ci,ci10233165,2016-03-09T08:10:36.938Z,"21km ESE of Anza, CA",earthquake,0.28,0.52,0.178,151,reviewed,ci,ci
2007-02-15T11:32:40.050Z,33.7065,-116.776,15.762,2.7,ml,54,28,0.05397,0.23,ci,ci10231941,2016-03-08T17:10:56.087Z,"6km SW of Idyllwild, CA",earthquake,0.28,0.62,0.141,186,reviewed,ci,ci
2007-01-10T08:18:55.950Z,33.3378333,-116.2265,3.55,2.68,ml,68,18,0.1741,0.3,ci,ci10225869,2016-03-09T09:31:58.650Z,"16km ENE of Borrego Springs, CA",earthquake,0.26,0.85,0.157,178,reviewed,ci,ci
2007-01-08T03:05:34.720Z,33.6241667,-116.7576667,17.921,2.78,ml,56,27,0.06103,0.21,ci,ci10225585,2016-03-09T06:41:28.459Z,"11km NW of Anza, CA",earthquake,0.23,0.44,0.179,178,reviewed,ci,ci
2006-12-11T19:42:50.810Z,33.4063333,-116.4521667,14.293,2.5,ml,62,19,0.1065,0.26,ci,ci10222217,2016-03-08T18:49:57.532Z,"18km NNW of Borrego Springs, CA",earthquake,0.23,0.34,0.207,120,reviewed,ci,ci
