time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-17T22:19:04.180Z,33.2738333,-116.2575,5.29,2.82,ml,108,20,0.08098,0.19,ci,ci37895967,2018-07-27T03:19:12.895Z,"11km E of Borrego Springs, CA",earthquake,0.11,0.44,0.198,25,reviewed,ci,ci
2018-03-03T07:00:12.670Z,33.4773333,-116.4675,5.71,2.58,ml,114,45,0.05771,0.2,ci,ci37887167,2018-03-05T17:02:11.910Z,"21km ESE of Anza, CA",earthquake,0.11,0.34,0.15,128,reviewed,ci,ci
2018-02-28T15:34:34.190Z,33.7348333,-116.8663333,10.52,2.73,ml,127,13,0.06756,0.2,ci,ci37884559,2019-02-10T19:28:11.165Z,"3km ESE of Valle Vista, CA",earthquake,0.11,0.22,0.152,155,reviewed,ci,ci
2018-02-26T18:44:41.990Z,33.4825,-116.5036667,12.59,3.66,ml,141,18,0.07686,0.2,ci,ci38116288,2018-05-27T01:06:02.040Z,"18km ESE of Anza, CA",earthquake,0.11,0.21,0.13,305,reviewed,ci,ci
2018-02-20T07:34:34.720Z,33.477,-116.4676667,5.44,2.84,ml,136,24,0.05806,0.21,ci,ci38112376,2018-02-21T05:42:21.628Z,"21km ESE of Anza, CA",earthquake,0.1,0.35,0.158,173,reviewed,ci,ci
2018-02-19T23:40:30.180Z,33.477,-116.465,5.97,2.81,ml,115,25,0.05674,0.21,ci,ci38112232,2018-02-20T22:41:43.237Z,"21km ESE of Anza, CA",earthquake,0.11,0.34,0.159,125,reviewed,ci,ci
2018-02-17T12:16:05.690Z,33.4118333,-116.4238333,14.71,2.71,ml,127,17,0.09724,0.21,ci,ci38110632,2018-02-20T19:11:33.746Z,"18km NNW of Borrego Springs, CA",earthquake,0.11,0.22,0.137,172,reviewed,ci,ci
2018-02-10T19:08:31.370Z,33.4913333,-116.8025,4.14,2.71,ml,145,16,0.01449,0.23,ci,ci38105800,2018-02-20T19:04:44.940Z,"8km NE of Aguanga, CA",earthquake,0.1,0.32,0.158,197,reviewed,ci,ci
2018-02-07T08:00:36.080Z,33.4856667,-116.7986667,4.2,2.61,ml,132,12,0.02094,0.22,ci,ci37868447,2018-02-08T01:12:43.180Z,"8km NE of Aguanga, CA",earthquake,0.12,0.37,0.148,26,reviewed,ci,ci
2018-02-01T17:56:50.840Z,33.4828333,-116.7966667,4,2.96,ml,125,13,0.0242,0.22,ci,ci38096656,2018-04-25T01:39:41.040Z,"8km NE of Aguanga, CA",earthquake,0.11,0.33,0.186,184,reviewed,ci,ci
2017-12-24T17:27:14.300Z,33.4843333,-116.4576667,14.3,2.6,ml,123,26,0.04724,0.19,ci,ci37836263,2018-01-04T17:03:49.134Z,"22km ESE of Anza, CA",earthquake,0.1,0.19,0.132,150,reviewed,ci,ci
2017-12-20T11:17:31.360Z,33.783,-116.9333333,13.93,2.51,ml,142,17,0.03808,0.19,ci,ci37833631,2018-04-02T03:19:01.553Z,"2km E of San Jacinto, CA",earthquake,0.1,0.22,0.126,169,reviewed,ci,ci
2017-12-09T20:45:24.130Z,33.4986667,-116.8006667,5.29,3.48,ml,176,11,0.01367,0.23,ci,ci37826343,2018-04-02T03:25:06.553Z,"9km NE of Aguanga, CA",earthquake,0.1,0.39,0.141,295,reviewed,ci,ci
2017-11-23T02:15:26.690Z,33.492,-116.799,5.11,2.62,ml,111,27,0.01523,0.23,ci,ci37817047,2017-11-23T05:09:17.317Z,"8km NE of Aguanga, CA",earthquake,0.13,0.47,0.172,168,reviewed,ci,ci
2017-11-23T01:15:37.940Z,33.3481667,-116.3043333,12.29,2.52,ml,104,27,0.05676,0.19,ci,ci37817007,2017-11-23T02:17:29.500Z,"12km NNE of Borrego Springs, CA",earthquake,0.12,0.46,0.148,142,reviewed,ci,ci
2017-11-10T00:23:30.180Z,33.462,-116.4666667,7.44,3.52,mw,151,22,0.07016,0.2,ci,ci37808311,2020-12-05T06:45:22.847Z,"22km ESE of Anza, CA",earthquake,0.09,0.28,,4,reviewed,ci,ci
2017-11-09T04:35:59.900Z,33.463,-116.4668333,7.53,2.74,ml,126,24,0.06936,0.2,ci,ci38039680,2017-11-10T00:37:55.911Z,"22km ESE of Anza, CA",earthquake,0.11,0.33,0.137,152,reviewed,ci,ci
2017-11-09T03:28:28.240Z,33.4638333,-116.4701667,7.62,3.1,ml,131,24,0.07007,0.21,ci,ci38039592,2018-01-31T03:04:44.040Z,"21km ESE of Anza, CA",earthquake,0.11,0.32,0.129,284,reviewed,ci,ci
2017-11-08T05:17:08.370Z,33.2236667,-116.7503333,10.39,2.7,ml,111,17,0.01417,0.21,ci,ci38038944,2017-11-18T10:17:43.150Z,"2km SSE of Lake Henshaw, CA",earthquake,0.13,0.28,0.15,156,reviewed,ci,ci
2017-10-27T07:56:24.900Z,33.3028333,-116.317,11.03,2.84,ml,123,29,0.04828,0.21,ci,ci38031832,2017-10-30T05:21:48.060Z,"8km NE of Borrego Springs, CA",earthquake,0.12,0.29,0.15,181,reviewed,ci,ci
2017-10-25T11:36:11.050Z,33.4771667,-116.439,12.28,2.53,ml,101,26,0.04743,0.21,ci,ci38030904,2017-10-26T23:18:00.871Z,"23km ESE of Anza, CA",earthquake,0.13,0.34,0.141,100,reviewed,ci,ci
2017-10-25T11:36:05.100Z,33.5001667,-116.8015,5.49,2.51,ml,112,26,0.0077,0.2,ci,ci38030896,2017-10-26T23:14:02.130Z,"9km NE of Aguanga, CA",earthquake,0.11,0.34,0.16,90,reviewed,ci,ci
2017-10-20T19:47:33.360Z,33.4918333,-116.8006667,4.41,2.64,ml,114,15,0.02048,0.22,ci,ci38028888,2017-10-26T22:19:53.576Z,"8km NE of Aguanga, CA",earthquake,0.11,0.31,0.152,117,reviewed,ci,ci
2017-10-20T19:32:07.950Z,33.494,-116.8016667,4.4,2.57,ml,104,21,0.01835,0.22,ci,ci38028880,2017-10-26T23:41:45.489Z,"8km NE of Aguanga, CA",earthquake,0.11,0.33,0.167,112,reviewed,ci,ci
2017-10-10T13:01:37.980Z,33.4991667,-116.8013333,5.51,2.5,ml,115,30,0.008447,0.21,ci,ci38022512,2022-08-07T19:44:13.287Z,"9km NE of Aguanga, CA",earthquake,0.11,0.32,0.135,142,reviewed,ci,ci
2017-10-10T00:14:45.820Z,33.491,-116.7978333,3.88,2.57,ml,87,27,0.01659,0.19,ci,ci38022200,2017-10-26T22:32:20.622Z,"8km NE of Aguanga, CA",earthquake,0.15,0.35,0.143,26,reviewed,ci,ci
2017-09-23T16:38:09.590Z,33.4983333,-116.8015,5.63,2.68,ml,121,16,0.008931,0.23,ci,ci38008672,2022-08-07T18:26:18.262Z,"8km NE of Aguanga, CA",earthquake,0.11,0.43,0.135,146,reviewed,ci,ci
2017-09-15T13:22:19.410Z,33.2218333,-116.7501667,11.54,2.98,ml,123,17,0.01584,0.22,ci,ci37763511,2017-12-13T02:29:45.040Z,"2km SSE of Lake Henshaw, CA",earthquake,0.12,0.4,0.134,170,reviewed,ci,ci
2017-09-07T10:15:11.900Z,33.5233333,-116.7303333,2.34,2.63,ml,121,14,0.04236,0.22,ci,ci37757039,2022-08-07T16:41:59.719Z,"6km SW of Anza, CA",earthquake,0.11,0.2,0.162,165,reviewed,ci,ci
2017-08-29T16:44:31.680Z,33.4891667,-116.7985,4.14,2.54,ml,102,27,0.01787,0.21,ci,ci37987736,2017-10-26T22:54:15.122Z,"8km NE of Aguanga, CA",earthquake,0.13,0.36,0.148,26,reviewed,ci,ci
2017-07-26T12:13:13.150Z,33.4818333,-116.7996667,2.99,2.7,ml,127,28,0.02421,0.22,ci,ci37713111,2022-08-07T13:00:24.768Z,"8km NE of Aguanga, CA",earthquake,0.11,0.36,0.157,161,reviewed,ci,ci
2017-07-26T06:38:23.570Z,33.4863333,-116.8001667,3.44,2.87,ml,155,13,0.01984,0.23,ci,ci37712911,2017-10-26T23:42:20.070Z,"8km NE of Aguanga, CA",earthquake,0.1,0.33,0.174,220,reviewed,ci,ci
2017-06-18T15:14:12.060Z,33.6761667,-116.7606667,15.92,3.18,ml,158,13,0.05217,0.2,ci,ci37912624,2017-08-23T16:35:44.040Z,"8km SSW of Idyllwild, CA",earthquake,0.1,0.21,0.148,315,reviewed,ci,ci
2017-06-09T09:24:01.550Z,33.6335,-116.7248333,13.71,2.71,ml,149,14,0.05148,0.22,ci,ci37666007,2017-06-20T00:03:15.545Z,"10km NNW of Anza, CA",earthquake,0.11,0.2,0.152,158,reviewed,ci,ci
2017-05-29T19:00:56.330Z,33.5825,-116.6376667,14.26,3.15,ml,139,11,0.01687,0.21,ci,ci37656607,2017-08-15T02:26:46.040Z,"4km NE of Anza, CA",earthquake,0.11,0.17,0.147,307,reviewed,ci,ci
2017-05-29T09:54:42.960Z,33.4885,-116.7715,9.16,2.54,ml,127,25,0.03519,0.2,ci,ci37656375,2017-06-19T23:41:24.602Z,"10km ENE of Aguanga, CA",earthquake,0.1,0.26,0.146,26,reviewed,ci,ci
2017-05-09T00:36:12.890Z,33.3613333,-116.845,7.47,2.73,ml,129,24,0.01666,0.22,ci,ci37642015,2017-05-16T18:40:11.295Z,"9 km SSE of Aguanga, California",earthquake,0.11,0.47,0.116,187,reviewed,ci,ci
2017-05-03T15:47:35.290Z,33.4835,-116.7986667,3.08,2.61,ml,95,28,0.02293,0.2,ci,ci37638903,2017-05-16T18:16:49.924Z,"7 km NE of Aguanga, California",earthquake,0.13,0.4,0.198,25,reviewed,ci,ci
2017-05-03T15:44:55.600Z,33.4838333,-116.801,3.27,3.37,ml,154,24,0.02197,0.22,ci,ci37638895,2017-07-29T03:16:18.040Z,"7 km NE of Aguanga, California",earthquake,0.11,0.36,0.178,288,reviewed,ci,ci
2017-04-23T01:47:45.150Z,33.3735,-116.2848333,13.64,3.01,ml,109,23,0.0832,0.19,ci,ci37864616,2017-07-21T02:32:01.040Z,"16km NNE of Borrego Springs, CA",earthquake,0.11,0.34,0.136,173,reviewed,ci,ci
2017-03-28T00:54:53.130Z,33.4731667,-116.465,7.53,2.81,ml,101,25,0.0599,0.2,ci,ci37613687,2017-06-16T23:07:59.040Z,"21km ESE of Anza, CA",earthquake,0.12,0.36,0.166,135,reviewed,ci,ci
2017-03-03T18:54:16.730Z,33.4836667,-116.7963333,3.37,2.62,ml,111,24,0.09527,0.22,ci,ci37817800,2017-05-16T18:01:25.280Z,"8km NE of Aguanga, CA",earthquake,0.12,0.44,0.121,26,reviewed,ci,ci
2016-12-30T05:33:14.180Z,33.5043333,-116.559,8.55,2.81,ml,119,23,0.03735,0.2,ci,ci37773784,2017-02-08T20:26:40.850Z,"12km ESE of Anza, CA",earthquake,0.11,0.23,0.148,149,reviewed,ci,ci
2016-12-21T22:38:27.250Z,33.506,-116.556,8.62,2.69,ml,112,24,0.04022,0.17,ci,ci37768840,2022-08-07T11:31:14.718Z,"12km ESE of Anza, CA",earthquake,0.1,0.21,0.21,26,reviewed,ci,ci
2016-12-13T21:12:28.350Z,33.2483333,-116.4171667,4.81,2.62,ml,85,28,0.01981,0.17,ci,ci37763920,2017-02-08T19:33:28.474Z,"4km WSW of Borrego Springs, CA",earthquake,0.11,0.32,0.197,118,reviewed,ci,ci
2016-10-29T21:48:31.290Z,33.5055,-116.5428333,9.37,2.76,ml,89,25,0.05076,0.18,ci,ci37513831,2017-02-08T19:50:27.381Z,"13km ESE of Anza, CA",earthquake,0.14,0.26,0.205,25,reviewed,ci,ci
2016-10-24T01:12:32.830Z,33.2488333,-116.4145,4.95,3.31,ml,100,26,0.01944,0.16,ci,ci37510559,2017-01-20T00:31:04.040Z,"4km WSW of Borrego Springs, CA",earthquake,0.1,0.28,0.184,185,reviewed,ci,ci
2016-10-06T13:20:51.700Z,33.7081667,-116.8403333,14.67,2.52,ml,115,10,0.07271,0.18,ci,ci37711472,2016-10-07T13:33:48.505Z,"7km SE of Valle Vista, CA",earthquake,0.11,0.25,0.178,142,reviewed,ci,ci
2016-08-27T05:17:44.640Z,33.6978333,-116.724,18.13,2.6,ml,119,15,0.01127,0.17,ci,ci37673904,2016-08-29T16:07:54.170Z,"5km S of Idyllwild, CA",earthquake,0.11,0.18,0.131,219,reviewed,ci,ci
2016-08-26T23:25:52.130Z,33.2475,-116.4141667,5.34,2.63,ml,94,26,0.0208,0.16,ci,ci37673560,2016-09-07T07:37:35.730Z,"4km WSW of Borrego Springs, CA",earthquake,0.11,0.37,0.146,26,reviewed,ci,ci
2016-08-26T08:29:05.410Z,33.4983333,-116.508,12.51,2.5,ml,108,26,0.06206,0.17,ci,ci37672672,2016-09-07T07:36:26.513Z,"17km ESE of Anza, CA",earthquake,0.1,0.21,0.146,137,reviewed,ci,ci
2016-08-10T22:00:54.290Z,33.647,-116.7306667,14.98,2.74,ml,135,15,0.05222,0.17,ci,ci37441431,2016-08-15T21:13:21.178Z,"10km S of Idyllwild, CA",earthquake,0.09,0.19,0.168,193,reviewed,ci,ci
2016-07-20T04:12:48.480Z,33.4958333,-116.5441667,8.83,2.68,ml,132,25,0.04851,0.19,ci,ci37419063,2018-10-26T09:32:31.602Z,"14km ESE of Anza, CA",earthquake,0.1,0.22,0.154,174,reviewed,ci,ci
2016-06-18T01:40:54.240Z,33.4635,-116.4816667,10.71,2.76,ml,93,22,0.07587,0.17,ci,ci37390463,2022-08-03T02:10:51.255Z,"20km ESE of Anza, CA",earthquake,0.11,0.32,0.15,163,reviewed,ci,ci
2016-06-14T23:34:19.260Z,33.5735,-116.7343333,12.84,2.69,ml,119,19,0.00845,0.18,ci,ci37387207,2016-07-21T04:33:30.186Z,"6km WNW of Anza, CA",earthquake,0.11,0.21,0.155,175,reviewed,ci,ci
2016-06-13T18:59:18.080Z,33.477,-116.4445,12.63,2.54,ml,84,25,0.04887,0.15,ci,ci37385847,2022-08-03T01:41:48.938Z,"23km ESE of Anza, CA",earthquake,0.11,0.26,0.133,113,reviewed,ci,ci
2016-06-12T23:19:27.480Z,33.4685,-116.4366667,11.76,2.9,ml,75,24,0.05552,0.17,ci,ci37384655,2016-07-07T14:17:56.544Z,"24km ESE of Anza, CA",earthquake,0.13,0.33,0.166,163,reviewed,ci,ci
2016-06-11T01:40:30.950Z,33.4598333,-116.4883333,10.81,3.04,ml,119,21,0.08221,0.18,ci,ci37380967,2022-06-16T01:51:50.599Z,"20km ESE of Anza, CA",earthquake,0.1,0.28,0.16,163,reviewed,ci,ci
2016-06-10T23:42:58.090Z,33.4591667,-116.4246667,11.08,2.95,ml,81,22,0.06407,0.16,ci,ci37380543,2022-08-03T01:28:22.728Z,"23km NNW of Borrego Springs, CA",earthquake,0.11,0.33,0.136,158,reviewed,ci,ci
2016-06-10T11:14:11.970Z,33.4593333,-116.4243333,11.2,3.46,ml,114,22,0.06391,0.19,ci,ci37377079,2022-06-16T01:51:23.417Z,"23km NNW of Borrego Springs, CA",earthquake,0.11,0.35,0.13,239,reviewed,ci,ci
2016-06-10T09:19:24.350Z,33.4795,-116.4218333,10.26,2.85,ml,114,25,0.0439,0.18,ci,ci37375919,2016-06-10T14:18:51.337Z,"23km SSW of La Quinta, CA",earthquake,0.1,0.2,0.123,174,reviewed,ci,ci
2016-06-10T08:56:37.350Z,33.4338333,-116.4535,11.71,2.64,ml,84,22,0.0923,0.17,ci,ci37375479,2016-06-10T15:58:06.657Z,"21km NNW of Borrego Springs, CA",earthquake,0.12,0.36,0.158,25,reviewed,ci,ci
2016-06-10T08:46:46.320Z,33.4578333,-116.4643333,11.87,3.1,ml,118,20,0.07293,0.19,ci,ci37375391,2016-08-25T01:22:49.040Z,"22km ESE of Anza, CA",earthquake,0.11,0.28,0.142,205,reviewed,ci,ci
2016-06-10T08:33:57.320Z,33.4323333,-116.4538333,11.43,3.17,ml,82,24,0.09382,0.16,ci,ci37375143,2016-08-25T01:22:49.040Z,"21km NNW of Borrego Springs, CA",earthquake,0.11,0.35,0.153,203,reviewed,ci,ci
2016-06-10T08:07:11.390Z,33.465,-116.4463333,11.77,2.88,ml,80,25,0.06074,0.21,ci,ci37374727,2016-06-10T13:57:08.652Z,"23km ESE of Anza, CA",earthquake,0.15,0.36,0.135,10,reviewed,ci,ci
2016-06-10T08:06:45.670Z,33.4716667,-116.4341667,12.61,2.7,ml,24,116,0.05208,0.18,ci,ci37142116,2016-06-24T00:23:07.657Z,"24km ESE of Anza, CA",earthquake,0.36,0.58,0.153,13,reviewed,ci,ci
2016-06-10T08:06:22.670Z,33.4436667,-116.466,10.78,3.19,ml,53,59,0.08636,0.19,ci,ci37374719,2020-04-05T21:47:31.352Z,"22km NNW of Borrego Springs, CA",earthquake,0.22,0.49,0.141,31,reviewed,ci,ci
2016-06-10T08:06:14.010Z,33.4493333,-116.4505,11.91,3.2,ml,22,158,0.07672,0.13,ci,ci37142124,2022-09-27T17:39:42.461Z,"23km NNW of Borrego Springs, CA",earthquake,0.29,0.53,0.129,12,reviewed,ci,ci
2016-06-10T08:05:35.800Z,33.4425,-116.405,12.74,3.75,ml,83,38,0.08252,0.2,ci,ci37374711,2017-12-07T06:55:56.005Z,"21km N of Borrego Springs, CA",earthquake,0.17,0.36,0.082,32,reviewed,ci,ci
2016-06-10T08:04:38.700Z,33.4315,-116.4426667,12.31,5.19,mw,143,18,0.09275,0.23,ci,ci37374687,2022-10-18T03:23:41.007Z,"20km NNW of Borrego Springs, CA",earthquake,0.13,0.34,,6,reviewed,ci,ci
2016-06-07T00:13:01.040Z,33.4845,-116.3975,10.16,2.87,ml,112,20,0.04539,0.16,ci,ci37371615,2022-08-03T01:07:07.499Z,"22km SSW of La Quinta, CA",earthquake,0.09,0.19,0.146,194,reviewed,ci,ci
2016-05-06T06:19:32.980Z,33.7033333,-116.836,15.99,2.76,ml,128,11,0.0738,0.19,ci,ci37560392,2022-08-02T21:25:59.331Z,"7km SE of Valle Vista, CA",earthquake,0.11,0.28,0.17,173,reviewed,ci,ci
2016-05-02T17:16:19.140Z,33.2296667,-116.55,12.63,2.85,ml,96,23,0.08704,0.19,ci,ci37338663,2022-08-02T21:01:33.493Z,"10km SE of Warner Springs, CA",earthquake,0.13,0.38,0.138,25,reviewed,ci,ci
2016-04-22T12:35:14.040Z,33.4695,-116.453,7.45,2.51,ml,93,24,0.0584,0.17,ci,ci37335463,2022-08-02T19:46:10.029Z,"23km ESE of Anza, CA",earthquake,0.1,0.32,0.13,133,reviewed,ci,ci
2016-04-20T11:41:45.520Z,33.646,-116.7373333,13.59,2.91,ml,108,17,0.05675,0.18,ci,ci37551648,2016-04-20T13:41:07.441Z,"11km S of Idyllwild, CA",earthquake,0.11,0.19,0.147,195,reviewed,ci,ci
2016-04-19T21:51:51.640Z,33.2076667,-116.7053333,6.97,2.68,ml,85,32,0.04942,0.19,ci,ci37551424,2016-04-19T22:34:38.290Z,"7km SE of Lake Henshaw, CA",earthquake,0.14,0.44,0.211,25,reviewed,ci,ci
2016-02-08T12:47:46.030Z,33.5188333,-116.4748333,8.58,2.5,ml,93,29,0.0413,0.17,ci,ci37521656,2022-08-02T09:07:18.505Z,"19km ESE of Anza, CA",earthquake,0.12,0.26,0.224,26,reviewed,ci,ci
2016-01-09T11:43:10.820Z,33.6605,-116.7736667,13.63,3.3,ml,145,12,0.06711,0.18,ci,ci37511280,2022-06-16T02:06:11.701Z,"10km SSW of Idyllwild, CA",earthquake,0.1,0.2,0.149,271,reviewed,ci,ci
2015-11-25T21:14:36.330Z,33.2666667,-116.2808333,3.39,2.98,ml,117,32,0.07713,0.2,ci,ci37277783,2022-08-01T20:17:34.315Z,"9km E of Borrego Springs, CA",earthquake,0.11,0.3,0.14,192,reviewed,ci,ci
2015-10-27T11:06:49.860Z,33.2728333,-116.7911667,8.53,2.97,ml,111,19,0.0457,0.22,ci,ci37264495,2022-08-01T14:07:23.795Z,"4km NW of Lake Henshaw, CA",earthquake,0.13,0.38,0.146,130,reviewed,ci,ci
2015-10-22T19:21:39.240Z,33.517,-116.7415,2.48,2.59,ml,93,19,0.0484,0.2,ci,ci37262671,2022-08-01T13:11:20.842Z,"8km SW of Anza, CA",earthquake,0.11,0.2,0.138,95,reviewed,ci,ci
2015-10-21T20:03:03.690Z,33.4178333,-116.3771667,13.24,2.51,ml,87,17,0.09125,0.15,ci,ci37262127,2016-03-12T01:11:18.703Z,"18km N of Borrego Springs, CA",earthquake,0.11,0.35,0.158,25,reviewed,ci,ci
2015-10-16T05:29:51.210Z,33.2711667,-116.7896667,8.53,3.19,mw,133,26,0.04361,0.22,ci,ci37476536,2022-06-16T02:01:23.540Z,"4km NW of Lake Henshaw, CA",earthquake,0.12,0.35,,6,reviewed,ci,ci
2015-10-06T03:37:46.550Z,33.5858333,-116.7513333,11.79,2.64,ml,127,12,0.01323,0.2,ci,ci37253599,2022-08-01T09:43:25.040Z,"8km WNW of Anza, CA",earthquake,0.11,0.27,0.161,107,reviewed,ci,ci
2015-08-30T02:59:14.000Z,33.4418333,-116.5876667,10.99,2.67,ml,116,17,0.05411,0.2,ci,ci37235727,2022-08-01T02:29:23.863Z,"15km SSE of Anza, CA",earthquake,0.12,0.32,0.152,119,reviewed,ci,ci
2015-07-23T15:17:54.390Z,33.5901667,-116.8221667,8.22,2.98,ml,105,24,0.04512,0.18,ci,ci37211999,2022-07-31T20:09:26.026Z,"14km WNW of Anza, CA",earthquake,0.12,0.3,0.13,113,reviewed,ci,ci
2015-06-18T03:32:22.460Z,33.2703333,-116.7898333,9.397,2.61,ml,95,20,0.04303,0.22,ci,ci37402688,2022-07-31T13:50:22.055Z,"4km NW of Lake Henshaw, CA",earthquake,0.16,0.37,0.137,93,reviewed,ci,ci
2015-05-31T13:02:56.460Z,33.3135,-116.2816667,12.769,3.59,mw,128,20,0.07277,0.2,ci,ci37390968,2022-06-16T01:56:03.794Z,"11km NE of Borrego Springs, CA",earthquake,0.12,0.37,,6,reviewed,ci,ci
2015-04-20T19:25:59.550Z,33.463,-116.6055,11.113,2.57,ml,87,23,0.03174,0.21,ci,ci37148847,2022-07-31T00:18:18.388Z,"12km SSE of Anza, CA",earthquake,0.16,0.34,0.189,100,reviewed,ci,ci
2015-02-07T14:05:58.270Z,33.2986667,-116.2815,13.162,3.28,ml,106,21,0.07698,0.21,ci,ci37313832,2022-06-16T01:45:49.340Z,"10km ENE of Borrego Springs, CA",earthquake,0.15,0.35,0.134,196,reviewed,ci,ci
2015-01-18T13:24:37.890Z,33.3371667,-116.3325,12.359,2.69,ml,78,26,0.03081,0.19,ci,ci37306544,2022-07-27T15:20:30.424Z,"10km NNE of Borrego Springs, CA",earthquake,0.16,0.41,0.166,23,reviewed,ci,ci
2015-01-18T13:23:43.010Z,33.3383333,-116.3316667,12.289,3.68,ml,86,26,0.03187,0.17,ci,ci37306536,2022-08-07T07:29:24.766Z,"10km NNE of Borrego Springs, CA",earthquake,0.14,0.37,0.166,200,reviewed,ci,ci
2015-01-10T23:29:02.790Z,33.4781667,-116.4376667,13.347,2.96,ml,110,26,0.04621,0.17,ci,ci37304232,2022-07-27T13:36:22.792Z,"24km ESE of Anza, CA",earthquake,0.13,0.22,0.136,140,reviewed,ci,ci
2014-12-15T10:20:35.480Z,33.391,-116.39,10.402,2.85,ml,83,23,0.06689,0.19,ci,ci37296376,2022-07-27T10:36:37.872Z,"15km N of Borrego Springs, CA",earthquake,0.16,0.56,0.167,120,reviewed,ci,ci
2014-11-25T20:08:32.280Z,33.4915,-116.439,7.998,2.81,ml,86,27,0.0337,0.15,ci,ci37064207,2022-07-27T08:45:18.724Z,"22km SSW of La Quinta, CA",earthquake,0.15,0.28,0.166,122,reviewed,ci,ci
2014-10-11T18:53:44.960Z,33.4656667,-116.4498333,8.591,2.86,ml,85,24,0.06101,0.19,ci,ci37278088,2016-03-11T15:12:34.921Z,"23km ESE of Anza, CA",earthquake,0.17,0.54,0.14,120,reviewed,ci,ci
2014-09-16T03:59:36.360Z,33.5156667,-116.4506667,11.628,2.67,ml,86,31,0.02224,0.16,ci,ci37268664,2022-07-27T02:07:04.331Z,"21km SW of La Quinta, CA",earthquake,0.16,0.3,0.185,109,reviewed,ci,ci
2014-09-14T22:16:55.710Z,33.7958333,-116.9635,12.184,3.04,ml,97,23,0.01268,0.2,ci,ci37268056,2022-08-07T01:41:41.259Z,"1km NNW of San Jacinto, CA",earthquake,0.15,0.38,0.149,209,reviewed,ci,ci
2014-09-03T03:30:59.500Z,33.799,-116.9633333,12.877,2.86,ml,113,23,0.009755,0.18,ci,ci37264048,2022-07-27T00:28:25.424Z,"2km NNW of San Jacinto, CA",earthquake,0.14,0.33,0.139,156,reviewed,ci,ci
2014-09-03T02:38:35.880Z,33.7988333,-116.964,13.127,3.64,ml,149,18,0.009709,0.18,ci,ci37264024,2022-08-07T01:28:45.396Z,"2km NNW of San Jacinto, CA",earthquake,0.11,0.22,0.146,241,reviewed,ci,ci
2014-08-07T21:45:53.770Z,33.4835,-116.47,13.298,3.25,ml,107,22,0.05435,0.19,ci,ci15535825,2022-08-07T01:03:28.905Z,"20km ESE of Anza, CA",earthquake,0.13,0.2,0.141,186,reviewed,ci,ci
2014-08-07T21:45:46.320Z,33.4866667,-116.4646667,12.808,2.53,ml,46,33,0.04901,0.17,ci,ci15535817,2016-03-11T17:00:48.811Z,"21km ESE of Anza, CA",earthquake,0.24,0.42,0.213,14,reviewed,ci,ci
2014-08-03T01:12:10.480Z,33.678,-116.7511667,16.285,2.81,ml,106,14,0.04866,0.18,ci,ci15533953,2022-07-26T21:17:42.566Z,"8km SSW of Idyllwild, CA",earthquake,0.14,0.29,0.146,127,reviewed,ci,ci
2014-07-30T08:54:30.280Z,33.698,-116.734,18.305,2.89,ml,112,16,0.02444,0.18,ci,ci15532705,2022-07-26T20:37:31.045Z,"5km SSW of Idyllwild, CA",earthquake,0.15,0.22,0.16,141,reviewed,ci,ci
2014-07-17T14:24:34.320Z,33.428,-116.4253333,12.766,3.37,ml,104,21,0.09515,0.18,ci,ci15527617,2022-08-07T00:59:24.269Z,"20km NNW of Borrego Springs, CA",earthquake,0.14,0.31,0.139,213,reviewed,ci,ci
2014-07-13T21:47:25.660Z,33.4966667,-116.5048333,12.824,2.82,ml,96,25,0.06449,0.18,ci,ci15526321,2022-07-26T19:51:53.973Z,"17km ESE of Anza, CA",earthquake,0.15,0.24,0.141,163,reviewed,ci,ci
2014-07-10T20:41:43.650Z,33.5046667,-116.507,13.904,3.22,ml,106,26,0.05638,0.19,ci,ci15524873,2022-08-07T00:38:29.479Z,"16km ESE of Anza, CA",earthquake,0.15,0.29,0.155,202,reviewed,ci,ci
2014-06-29T07:39:46.820Z,33.3935,-116.9393333,14.785,2.59,ml,86,59,0.0755,0.2,ci,ci37237424,2022-07-26T18:31:12.657Z,"8km WNW of Palomar Observatory, CA",earthquake,0.19,0.66,0.167,157,reviewed,ci,ci
2014-06-07T01:19:00.830Z,33.3533333,-116.3883333,13.458,2.69,ml,85,27,0.03192,0.19,ci,ci15509577,2022-07-26T16:35:56.392Z,"11km N of Borrego Springs, CA",earthquake,0.19,0.3,0.162,146,reviewed,ci,ci
2014-06-04T14:45:46.440Z,33.7365,-116.7453333,14.673,2.53,ml,98,18,0.03572,0.17,ci,ci15508753,2022-07-26T16:28:23.699Z,"2km W of Idyllwild, CA",earthquake,0.15,0.37,0.167,136,reviewed,ci,ci
2014-04-21T03:49:19.900Z,33.47,-116.8921667,11.007,2.54,ml,64,46,0.1187,0.18,ci,ci37215328,2022-07-26T13:26:54.490Z,"4km NW of Aguanga, CA",earthquake,0.23,0.71,0.167,170,reviewed,ci,ci
2014-04-18T20:19:08.380Z,33.5565,-116.7618333,4.841,2.53,ml,64,30,0.02233,0.14,ci,ci37213720,2022-07-26T13:17:19.764Z,"8km W of Anza, CA",earthquake,0.19,0.54,0.177,170,reviewed,ci,ci
